GoldLabel,Premise,Hypothesis,PairID,PremiseSubj,PremiseRel,PremiseObj,HypothesisSubj,HypothesisRel,HypothesisObj
entailment,I would not survive it.,I would not survive a battle.,35963e,I,would not survive,it,I,would not survive,a battle
contradiction,A man is holding s silver bowl.,The man is holding a plate.,2146530566.jpg#3r1c,A man,is holding s,silver bowl,The man,is holding,a plate
entailment,You found them.,You found them.,6089e,You,found,them,You,found,them
neutral,Two men standing on red seesaws.,The men are testing the equipment.,29339871.jpg#4r1n,Two men,standing,on red seesaws,The men,are testing,the equipment
entailment,A man rock climbing in the woods.,A man climbs rocks in the woods.,2504269717.jpg#4r1e,A man rock,climbing,in the woods,A man,climbs,rocks
neutral,"His hand lifted, his fingers dancing.",He was casting a spell.,90659n,His hand,lifted,his fingers dancing,He,was casting,a spell
contradiction,A white dog running across the snow.,The white dog is swimming in the water.,2295894587.jpg#3r1c,A white dog,running,across the snow,The white dog,is swimming,in the water
entailment,A young girl is eating cake.,girl eats cake,597202368.jpg#4r1e,A young girl,is eating,cake,girl,eats,cake
contradiction,A man painting a city scene.,The chef is making a sandwich.,3475640242.jpg#4r1c,A man,painting,a city scene,The chef,is making,a sandwich
neutral,Three men are walking down a road.,Three men walking to work.,121556607.jpg#4r1n,Three men,are walking,down a road,Three men,walking,to work
entailment,A man sitting on a chain.,A person sitting on a chain.,4895859008.jpg#4r1e,A man,sitting,on a chain,A person,sitting,on a chain
entailment,A man holds a small child.,The child is small,3182517887.jpg#4r1e,A man,holds,a small child,The child,is,small
neutral,Barefooted woman is spinning yarn.,A woman is at home.,4376216802.jpg#4r1n,Barefooted woman,is spinning,yarn,A woman,is,at home
contradiction,A man drives a large truck.,the vehicle is small,vg_verb40r3c,A man,drives,a large truck,the vehicle,is,small
contradiction,The basketball player holds the ball.,A basketball player calling for a pass.,3286111436.jpg#3r1c,The basketball player,holds,the ball,A basketball player,calling,for a pass
neutral,Two women ogle another woman's jewelry.,the women ogle their possesions,4695672886.jpg#3r1e,Two women,ogle,another woman's jewelry,the women,ogle,their possesions
neutral,Man working on the railroad.,The man is fixing a bent rail.,1749235955.jpg#3r1n,Man,working,on the railroad,The man,is fixing,a bent rail
entailment,Two fishermen are checking their nets.,Two fishermen are fishing,3262645599.jpg#4r1e,Two fishermen,are checking,their nets,Two fishermen,are,fishing
entailment,A young girl painting a picture.,A young girl is painting.,1105959054.jpg#3r1e,A young girl,painting,a picture,A young girl,is,painting
contradiction,Two boys flip in the air.,The boys are sleeping on a couch.,2813703338.jpg#4r1c,Two boys,flip,in the air,The boys,are sleeping,on a couch
entailment,A sleeping child sucking on a pacifier.,The child is asleep with a pacifier.,1231229740.jpg#4r1e,A sleeping child,sucking,on a pacifier,The child,is,asleep
neutral,Three people are laying on a beach.,Three female friends are laying on a beach.,4816563536.jpg#4r1n,Three people,are laying,on a beach,Three female friends,are laying,on a beach
entailment,The older man glared at me.,There was an old man glaring at me.,42323e,The older man,glared,at me,an old man,glaring,at me
contradiction,Two dogs are fighting on brick pavement.,The dogs are snuggling on the floor.,1470061031.jpg#2r1c,Two dogs,are fighting,on brick pavement,The dogs,are snuggling,on the floor
contradiction,A man is standing on red scaffolding.,A man cooking dinner,1542970158.jpg#2r1c,A man,is standing,on red scaffolding,A man,cooking,dinner
entailment,White bird flying above water.,the bird is in the air.,3282634762.jpg#3r1e,White bird,flying,above water,the bird,is,in the air
entailment,Four men wearing religious clothing walking.,The four men are taking a walk together.,2137419658.jpg#4r1e,Four men,wearing,religious clothing walking,The four men,are taking together,a walk
entailment,A pilot is leaving a home.,The pilot is going outside,115767961.jpg#4r4e,A pilot,is leaving,a home,The pilot,is going,outside
entailment,A skateboarder going off a ramp.,A skateboarder is in the air.,3054192830.jpg#4r1e,A skateboarder,going,off a ramp,A skateboarder,is,in the air
contradiction,People shopping in Chinese market.,The people are laying in their bed.,4433551085.jpg#4r1c,People,shopping,in Chinese market,The people,are laying,in their bed
neutral,Worry filled Jon's head.,Jon was worrying about his safety.,28757n,Worry,filled,Jon's head,Jon,was worrying,about his safety
entailment,Mother playing with her daughter,A mom and daughter are together.,424830334.jpg#4r1e,Mother,playing,with her daughter,A mom,are,together
contradiction,A bicyclist is waving as he rides.,The person is standing in the kitchen.,7987822237.jpg#4r1c,A bicyclist,is waving,as he rides,The person,is standing,in the kitchen
contradiction,Two dogs running in a field.,Two dogs are sitting in a field.,3276895962.jpg#4r1c,Two dogs,running,in a field,Two dogs,are sitting,in a field
contradiction,A dog climbs a hill.,The dog is running after a cat.,2738077433.jpg#4r1c,A dog,climbs,a hill,The dog,is running,after a cat
entailment,A woman is dancing on a stage.,A woman is moving around.,3980305243.jpg#4r1e,A woman,is dancing,on a stage,A woman,is moving,around
contradiction,Two people are reading on a bench.,two people going for a jog,4981985159.jpg#4r1c,Two people,are reading,on a bench,two people,going,for a jog
entailment,A man is standing on a builder.,One person is standing atop another.,1542970158.jpg#4r1e,A man,is standing,on a builder,One person,is standing,atop another
neutral,Telephone wires are visible.,The telephone wires are mounted up on telephone poles.,vg_len27r5n,Telephone wires,are,visible,The telephone wires,are mounted up,on telephone poles
contradiction,A newborn baby is helped by doctors.,Doctors do not help babies.,47798735.jpg#3r1c,A newborn baby,is helped,by doctors,Doctors,do not help,babies
neutral,Three people are enjoying on ice.,Three people are playing on ice.,3291979978.jpg#4r1n,Three people,are enjoying,on ice,Three people,are playing,on ice
entailment,The market has a beautiful ceiling.,The market has a ceiling.,3320945829.jpg#3r1e,The market,has,a beautiful ceiling,The market,has,a ceiling
neutral,Two women are walking on a footpath.,A women runs away.,4795824646.jpg#4r1n,Two women,are walking,on a footpath,A women,runs,away
contradiction,a female holding a blanket.,A little boy holds a blanket.,3827304258.jpg#4r1c,a female,holding,a blanket,A little boy,holds,a blanket
entailment,Man in jacket reading on a bench.,A man is reading on a bench.,4606399898.jpg#4r1e,Man in jacket,reading,on a bench,A man,is reading,on a bench
neutral,A hockey player attempting to score a goal,players plating hockey,6200565917.jpg#4r1n,A hockey player,attempting to score,a goal,players,plating,hockey
entailment,A small dog leaps a barrier.,A dog leaps a barrier.,2695961935.jpg#4r1e,A small dog,leaps,a barrier,A dog,leaps,a barrier
contradiction,The dog runs through the snow.,A cat is sitting on a porch.,2095078658.jpg#3r1c,The dog,runs,through the snow,A cat,is sitting,on a porch
entailment,The film sold $28.,The film made $28.,112187e,The film,sold,$ 28,The film,made,$ 28
contradiction,Another example is the mandates issue.,The mandates issue is not an example.,76566c,Another example,is,the mandates issue,The mandates issue,is not,an example
neutral,The two horses are beautiful.,The two horses are looking at each other.,vg_len3r5n,The two horses,are,beautiful,The two horses,are looking,at each other
entailment,People walking down cobblestone street.,The people are walking down the street.,4869280869.jpg#3r1e,People,walking,down cobblestone street,The people,are walking,down the street
contradiction,A bricklayer smoothing out concrete.,The bricklayer is asleep.,113637264.jpg#1r5c,A bricklayer,smoothing out,concrete,The bricklayer,is,asleep
contradiction,A researcher is looking at a sample.,The custodian is cleaning the hall.,3119988763.jpg#4r1c,A researcher,is looking,at a sample,The custodian,is cleaning,the hall
entailment,she got that scholarship,She was awarded that scholarship.,87310e,she,got,that scholarship,She,was awarded,that scholarship
entailment,a black man exercising his religious freedom.,A man is expressing a belief.,4818429638.jpg#4r1e,a black man,exercising,his religious freedom,A man,is expressing,a belief
contradiction,A blond man puts up a tent.,A man sleeping in a hammock,33408768.jpg#4r4c,A blond man,puts up,a tent,A man,sleeping,in a hammock
neutral,Two dogs are running on the grass.,Two dogs are running after a bird.,2298097636.jpg#3r1n,Two dogs,are running,on the grass,Two dogs,are running,after a bird
neutral,Two young women laughing at a convention.,Two women are making jokes about everyone.,2566142607.jpg#2r1n,Two young women,laughing,at a convention,Two women,are making,jokes about everyone
entailment,a bmx rider gets some air.,a bmx rider flies into the air,3438981089.jpg#3r1e,a bmx rider,gets,some air,a bmx rider,flies,into the air
neutral,The ground is covered in snow.,The ground is slippery.,vg_verb14r3n,The ground,is covered,in snow,The ground,is,slippery
entailment,The ground is covered in snow.,The snow is all white.,vg_verb14r3e,The ground,is covered,in snow,The snow,is,white
entailment,Two escaped us.,They escaped our grasp.,50735e,Two,escaped,us,They,escaped,our grasp
entailment,A female chef is showing off her carved fruits.,A woman is cutting fruit.,6054020376.jpg#4r1e,A female chef,is showing off,her carved fruits,A woman,is cutting,fruit
entailment,Three children playing in snow.,Three children playing outside.,3190677999.jpg#4r1e,Three children,playing,in snow,Three children,playing,outside
neutral,Two kids splashing in the water.,The kids were playing in the pool.,3117336911.jpg#3r1n,Two kids,splashing,in the water,The kids,were playing,in the pool
entailment,Two little boys are playing together on the bed.,The boys are playing indoors.,857914283.jpg#2r1e,Two little boys,are playing together,on the bed,The boys,are playing,indoors
contradiction,a black dog runs through the water.,the dog is brown,1357753846.jpg#3r3c,a black dog,runs,through the water,the dog,is,brown
entailment,The auction exploits desperate sellers.,The auction exploits desperate sellers.,25303e,The auction,exploits,desperate sellers,The auction,exploits,desperate sellers
entailment,A baseball pitcher prepares to throw.,A person is playing baseball,7380095188.jpg#4r1e,A baseball pitcher,prepares,to throw,A person,is playing,baseball
contradiction,A black dog is running across a field.,The dog is staring at the stars.,2208631481.jpg#3r1c,A black dog,is running,across a field,The dog,is staring,at the stars
neutral,The Chines people are doing something.,The Chinese people are taking pictures.,275170947.jpg#4r1n,The Chines people,are doing,something,The Chinese people,are taking,pictures
contradiction,Two motorcycles racing on a track.,Two men are going for a swim,7396941510.jpg#4r1c,Two motorcycles,racing,on a track,Two men,are going,for a swim
contradiction,Two women walking down the street,The two women were in a car.,1776981714.jpg#2r3c,Two women,walking,down the street,The two women,were,in a car
entailment,A motorcyclist making a sharp turn.,A rider makes a hairpin turn.,2929405404.jpg#4r1e,A motorcyclist,making,a sharp turn,A rider,makes,a hairpin turn
neutral,These people are having a wrestling match.,People are in a competition.,3472050140.jpg#1r1n,These people,are having,a wrestling match,People,are,in a competition
entailment,A dirty dogs runs through the woods.,The dog is running through trees,2260560631.jpg#4r1e,A dirty dogs,runs,through the woods,The dog,is running,through trees
entailment,A woman is riding a bike.,A woman is outside.,3890981926.jpg#4r1e,A woman,is riding,a bike,A woman,is,outside
