GoldLabel,Premise,Hypothesis,PairID,PremiseSubj,PremiseRel,PremiseObj,HypothesisSubj,HypothesisRel,HypothesisObj
entailment,maintenance worker fixing something for somebody,The man is repairing a broken item.,4634174359.jpg#4r1e,maintenance worker,fixing,something for somebody,The man,is repairing,a broken item
entailment,A brown dog runs through shallow water.,A dog runs through the water.,453473508.jpg#1r1e,A brown dog,runs,through shallow water,A dog,runs,through the water
entailment,A man making fire roasted pizza.,A man is cooking pizza.,1296144016.jpg#4r1e,A man,making,fire roasted pizza,A man,is cooking,pizza
contradiction,Two blond ladies sitting at a table.,Two blond ladies sitting on the moon,4587844742.jpg#4r1c,Two blond ladies,sitting,at a table,Two blond ladies,sitting,on the moon
neutral,A smiling man looking at the sky.,The man is wearing sunglasses.,10082347.jpg#4r1n,A smiling man,looking,at the sky,The man,is wearing,sunglasses
neutral, The roc flew low over the city.,The roc's wings beat heavily as it flew.,110759n,The roc,flew low,over the city,The roc's wings,beat heavily,as it flew
neutral,The government says so.,The government's say is not final.,38176n,The government,says,so,The government's say,is not,final
entailment,A female speaker talks about GlamWiki.,a woman is giving a speech,3796631367.jpg#3r1e,A female speaker,talks,about GlamWiki,a woman,is giving,a speech
neutral,A woman looking out a window.,A woman looking at a car.,133280380.jpg#4r2n,A woman,looking out,a window,A woman,looking,at a car
contradiction,Two kids enjoy a tire swing.,Two children are in a sandbox.,3587781729.jpg#4r1c,Two kids,enjoy,a tire swing,Two children,are,in a sandbox
contradiction,A dog jumps over a chain.,A cat is sitting by a rope.,465994762.jpg#4r1c,A dog,jumps,over a chain,A cat,is sitting,by a rope
entailment,three men work on the street.,There are men working outdoors.,122189647.jpg#4r1e,three men,work,on the street,men,working,outdoors
neutral,A video camera recording an orchestra.,the performance will be on tv,5687835693.jpg#4r1n,A video camera,recording,an orchestra,the performance,will be,on tv
neutral,A woman singing into a microphone.,A woman is performing at a studio.,6179396322.jpg#2r1n,A woman,singing,into a microphone,A woman,is performing,at a studio
neutral,Woman holding baby covered with yellow blanket,A mother holds her child.,3174453534.jpg#2r1n,Woman holding baby,covered,with yellow blanket,A mother,holds,her child
neutral,Three children run by the water.,The three siblings skip alongside the park.,2672588619.jpg#4r1n,Three children,run,by the water,The three siblings,skip,alongside the park
neutral,A boy is swimming in open water.,The boy is learning to swim.,978580450.jpg#2r1n,A boy,is swimming,in open water,The boy,is learning,to swim
contradiction,A person is playing a drum.,That guy is on the piano.,2937606915.jpg#4r5c,A person,is playing,a drum,That guy,is,on the piano
entailment,An older couple walk in the marketplace.,A couple is walking together.,4716816896.jpg#3r1e,An older couple,walk,in the marketplace,A couple,is walking,together
entailment,Two women glancing downward.,Two woman are looking below them.,4603713542.jpg#4r1e,Two women,glancing,downward,Two woman,are looking,below them
neutral,two asian ladies have a conversation.,The women are friends.,3579131288.jpg#4r1n,two asian ladies,have,a conversation,The women,are,friends
contradiction,Two dogs playing on the beach.,Dogs fighting in the house.,3585487286.jpg#4r1c,Two dogs,playing,on the beach,Dogs,fighting,in the house
contradiction,Two men are playing guitars together,Three men playing guitars together,3351360323.jpg#3r1c,Two men,are playing together,guitars,Three men,playing together,guitars
contradiction,Three men walking wearing hard hats.,Three men wearing trilbies.,376208936.jpg#4r1c,Three men,walking wearing,hard hats,Three men,wearing,trilbies
neutral,The men are playing basketball.,Black men playing basketball.,3285180819.jpg#4r1n,The men,are playing,basketball,Black men,playing,basketball
entailment,Some girls are dressed in zombie makeup.,Girls wearing zombie makeup.,4782294624.jpg#1r1e,Some girls,are dressed,in zombie makeup,Girls,wearing,zombie makeup
contradiction,Two men are speaking on a sidewalk.,Two women haggling with a man.,4778593226.jpg#4r1c,Two men,are speaking,on a sidewalk,Two women,haggling,with a man
entailment,A little girl is riding a bicycle.,There is a girl riding a bike,233169292.jpg#4r1e,A little girl,is riding,a bicycle,a girl,riding,a bike
entailment,Women playing ultimate Frisbee.,These women can throw some disc.,4655653584.jpg#3r1e,Women,playing,ultimate Frisbee,These women,can throw,some disc
entailment,A boy is swimming in water.,A boy is swimming.,2357238936.jpg#4r1e,A boy,is swimming,in water,A boy,is,swimming
contradiction,two girls sitting on ground,Two gilrs are riding horses.,2612608861.jpg#4r1c,two girls,sitting,on ground,Two gilrs,are riding,horses
entailment,young Chinese children are at band practice.,Kids are at band practice.,2255280884.jpg#3r1e,young Chinese children,are,at band practice,Kids,are,at band practice
entailment,A teacher draws on a chalkboard.,A teacher draws with chalk on a board.,86734276.jpg#4r1e,A teacher,draws,on a chalkboard,A teacher,draws,on a board
entailment,A mustached man plays electronic instruments.,There is a man playing electronic instruments.,6655092517.jpg#4r1e,A mustached man,plays,electronic instruments,a man,playing,electronic instruments
contradiction,A blond girl is holding her cellphone.,A girl is holding a large dog.,4467946265.jpg#3r1c,A blond girl,is holding,her cellphone,A girl,is holding,a large dog
neutral,A gray bird is flying through the trees.,A bird is looking for food.,3577309234.jpg#4r1n,A gray bird,is flying,through the trees,A bird,is looking,for food
contradiction,I am disappointed in Japp. ,Japp exceeded my expectations.,22711c,I,am,disappointed in Japp,Japp,exceeded,my expectations
entailment,a boy enjoys a rain shower.,A boy is outdoors during a rain shower.,1317292658.jpg#4r3e,a boy,enjoys,a rain shower,A boy,is,outdoors
contradiction,i heard i heard it really sucked,I heard it was great.,17930c,i,heard,it really sucked,I,heard,it was great
entailment,A scuba diver photographing a tortoise underwater.,a scuba diver taking a photo,6981332729.jpg#3r1e,A scuba diver,photographing,a tortoise underwater,a scuba diver,taking,a photo
contradiction,Children climbing huge tree.,Children sitting on a couch.,1808504612.jpg#3r5c,Children,climbing,huge tree,Children,sitting,on a couch
entailment,Older white couple riding down escalator.,Two old people ride an escalator.,4824454587.jpg#4r1e,Older white couple,riding down,escalator,Two old people,ride,an escalator
entailment,The little child is wearing blue goggles.,The child is wearing glasses.,2549968784.jpg#2r1e,The little child,is wearing,blue goggles,The child,is wearing,glasses
contradiction,A dirt biker rides through some trees.,The man is riding a scooter.,3299820401.jpg#4r1c,A dirt biker,rides,through some trees,The man,is riding,a scooter
neutral,Two men staring into space.,People are looking at the cosmos.,450138714.jpg#4r1n,Two men,staring,into space,People,are looking,at the cosmos
contradiction,Three shirtless boys are playing in the water.,children playing hockey,1299459562.jpg#2r1c,Three shirtless boys,are playing,in the water,children,playing,hockey
contradiction,White dog biting orange cat.,The dog is black.,2598012140.jpg#4r1c,White dog,biting,orange cat,The dog,is,black
neutral,Butcher waiting outside the store.,The butcher is wearing an apron.,110983128.jpg#3r1n,Butcher,waiting,outside the store,The butcher,is wearing,an apron
entailment,Three soccer players standing on a field.,three soccer players are in a field,4242032129.jpg#3r1e,Three soccer players,standing,on a field,three soccer players,are,in a field
entailment,Two women are watching kids playing baseball,TWO WOMEN WATCH KIDS PLAY,2916770809.jpg#4r1e,Two women,are watching,kids playing baseball,TWO WOMEN,WATCH,KIDS PLAY
contradiction,A street vendor selling vegetables.,A street vendor is selling apricots.,2236895638.jpg#4r1c,A street vendor,selling,vegetables,A street vendor,is selling,apricots
contradiction,A black dog running through yellow cones.,A dog is white,2935703360.jpg#3r1c,A black dog,running,through yellow cones,A dog,is,white
contradiction,Romans they was called.,They were called Robins. ,128487c,Romans,was called,they,They,were called,Robins
entailment,A small boy playing in the snow.,the boy is playing outside,2322593776.jpg#4r1e,A small boy,playing,in the snow,the boy,is playing,outside
contradiction,They are playing ice-hockey.,They are not playing ice hockey.,7014591581.jpg#4r4c,They,are playing,ice-hockey,They,are not playing,ice hockey
neutral,An athlete throws the javelin.,An athlete throws something.,4360907086.jpg#4r1n,An athlete,throws,the javelin,An athlete,throws,something
contradiction,A dog is jumping through the water.,The do is running through the field.,421153376.jpg#4r1c,A dog,is jumping,through the water,The do,is running,through the field
entailment,A military group stands at attention.,A military group stands still.,3203593191.jpg#3r5e,A military group,stands,at attention,A military group,stands,still
entailment,A produce market filled with shoppers.,People are shopping for produce.,4616293960.jpg#4r1e,A produce market,filled,with shoppers,People,are shopping,for produce
entailment,Four kids are jumping on a trampoline.,Kids are jumping on a trampoline.,543940240.jpg#4r1e,Four kids,are jumping,on a trampoline,Kids,are jumping,on a trampoline
entailment,His hold had slipped a little.,His hold loosened a bit.,22148e,His hold,had slipped,a little,His hold,loosened,a bit
neutral,Four people looking through binoculars.,people spying on other people.,3038952914.jpg#3r1n,Four people,looking,through binoculars,people,spying,on other people
entailment,The boy is playing UNO.,The boy is playing a card game.,3219065971.jpg#4r1e,The boy,is playing,UNO,The boy,is playing,a card game
contradiction,Four girls are walking down the sidewalk.,Four girls roll under a sidewalk.,4895768110.jpg#3r1c,Four girls,are walking,down the sidewalk,Four girls,roll,under a sidewalk
contradiction,Japp closed one eye knowingly. ,He closed both his eyes.,80132c,Japp,closed knowingly,one eye,He,closed,both his eyes
contradiction,Older white couple riding down escalator.,A young couple take the stairs.,4824454587.jpg#4r1c,Older white couple,riding down,escalator,A young couple,take,the stairs
neutral,The happy man is running in a race.,The fat man is running in a race.,3540664634.jpg#3r1n,The happy man,is running,in a race,The fat man,is running,in a race
entailment,A child using a woodworking tool,the child is working with wood.,1145810912.jpg#4r1e,A child,using,a woodworking tool,the child,is working,with wood
entailment,A woman is ringing up groceries.,The lady cashier is ringing out groceries.,315268107.jpg#4r1e,A woman,is ringing up,groceries,The lady cashier,is ringing out,groceries
contradiction,A dog runs through a field.,A dog eats in the kitchen.,2675397335.jpg#4r1c,A dog,runs,through a field,A dog,eats,in the kitchen
contradiction,Two men walk past outdoor cafes.,the 2 men are at their house,4818306972.jpg#4r1c,Two men,walk,past outdoor cafes,the 2 men,are,at their house
contradiction,A child flying a kite.,The woman crashed the kite.,2505056124.jpg#4r1c,A child,flying,a kite,The woman,crashed,the kite
